N,P,K,temperature,humidity,ph,rainfall,label
110.69,17.47,50.46,25.31,86.42,6.33,54.97,Watermelon
97.47,14.88,50.05,25.06,85.82,6.37,52.34,Watermelon
112.16,13.0,49.67,25.85,83.91,6.62,52.78,Watermelon
110.83,13.71,47.64,25.27,82.58,6.64,44.19,Watermelon
123.33,25.6,50.03,26.15,80.91,7.13,47.05,Watermelon
98.8,5.9,51.22,24.67,85.25,6.36,44.61,Watermelon
91.96,18.91,46.8,24.94,86.66,7.15,52.39,Watermelon
90.83,15.21,50.08,25.24,87.26,6.55,54.54,Watermelon
96.86,25.78,49.58,24.77,90.44,6.04,46.31,Watermelon
93.73,33.18,54.52,26.62,84.17,7.11,51.84,Watermelon
109.77,18.62,49.88,25.31,84.48,6.65,51.84,Watermelon
99.69,26.93,42.58,25.88,86.79,6.79,49.68,Watermelon
102.08,23.66,53.73,25.27,85.67,6.92,39.38,Watermelon
93.1,26.66,52.73,25.89,83.88,6.28,47.04,Watermelon
115.48,13.57,50.25,24.93,87.11,6.37,49.51,Watermelon
83.17,7.42,50.02,24.51,90.26,5.98,46.0,Watermelon
100.17,15.22,47.24,24.78,82.52,6.43,59.76,Watermelon
100.78,24.89,51.27,26.34,78.0,6.42,56.54,Watermelon
94.28,28.52,53.71,25.15,83.74,6.25,46.85,Watermelon
87.67,20.18,46.36,25.95,86.57,6.08,57.75,Watermelon
105.14,22.19,48.1,25.97,87.82,6.48,60.01,Watermelon
100.44,24.63,50.73,25.94,80.82,6.59,46.33,Watermelon
91.54,28.4,49.47,24.75,84.1,6.17,57.17,Watermelon
93.04,20.81,53.39,25.12,86.33,6.24,62.23,Watermelon
109.36,16.3,48.07,25.41,84.15,6.99,43.87,Watermelon
101.35,17.39,49.71,25.42,84.71,6.72,53.04,Watermelon
104.19,0.0,50.75,24.26,86.62,6.87,45.37,Watermelon
97.38,13.75,53.09,25.57,89.32,6.6,51.21,Watermelon
100.68,22.61,45.66,28.56,92.41,6.55,24.53,Muskmelon
89.61,17.55,47.29,27.06,93.41,6.52,26.17,Muskmelon
113.03,13.34,46.42,28.45,92.07,6.23,24.8,Muskmelon
93.88,6.02,48.9,27.65,92.79,6.27,27.78,Muskmelon
116.04,21.75,46.12,29.63,94.47,6.4,28.31,Muskmelon
94.48,5.84,48.1,29.8,90.64,6.4,25.09,Muskmelon
94.87,14.73,50.18,28.08,90.72,6.44,27.68,Muskmelon
108.7,12.44,46.87,28.29,94.46,6.53,26.76,Muskmelon
108.9,20.13,50.3,29.0,91.82,6.12,26.81,Muskmelon
112.38,10.51,52.05,29.76,92.5,6.24,25.31,Muskmelon
94.49,13.65,51.08,27.3,90.7,6.4,24.94,Muskmelon
103.44,29.22,50.26,28.95,91.28,6.55,23.68,Muskmelon
100.71,16.82,52.58,27.52,89.65,6.36,26.17,Muskmelon
101.52,25.2,51.09,28.08,89.59,6.35,27.57,Muskmelon
96.08,17.68,51.05,27.74,93.28,6.73,24.57,Muskmelon
88.71,17.08,44.44,28.75,93.07,6.74,24.52,Muskmelon
104.08,12.12,49.11,27.36,92.26,6.34,25.75,Muskmelon
93.76,18.02,49.17,28.25,92.6,6.41,26.9,Muskmelon
98.79,15.31,49.55,27.96,92.05,6.81,22.72,Muskmelon
97.21,15.08,49.38,28.25,92.85,6.06,27.59,Muskmelon
106.33,9.73,44.33,27.77,92.2,6.92,26.36,Muskmelon
81.92,13.19,49.87,28.69,90.86,6.37,23.21,Muskmelon
88.96,19.12,51.93,29.13,93.22,6.3,26.79,Muskmelon
103.09,18.34,48.47,28.13,92.59,6.89,25.75,Muskmelon
93.89,12.3,48.77,30.13,92.0,6.58,24.06,Muskmelon
102.61,22.45,48.57,28.02,94.57,6.6,26.98,Muskmelon
107.87,20.37,55.04,28.53,93.22,6.11,22.94,Muskmelon
87.99,25.46,43.62,28.2,88.76,6.23,23.77,Muskmelon
113.85,19.98,47.92,29.3,92.52,6.41,21.99,Muskmelon
90.1,12.34,50.12,28.56,94.43,6.48,18.23,Muskmelon
102.63,8.44,47.59,27.89,91.67,6.12,25.51,Muskmelon
85.89,19.73,55.59,27.5,92.14,5.9,24.25,Muskmelon
106.43,22.0,50.19,29.17,95.68,6.74,23.69,Muskmelon
85.49,14.96,47.63,28.84,91.02,6.39,27.1,Muskmelon
98.99,11.59,52.94,27.09,92.09,6.39,25.04,Muskmelon
101.8,21.32,49.91,28.22,91.99,6.28,26.97,Muskmelon
93.53,22.79,50.05,28.11,93.27,6.25,26.6,Muskmelon
102.13,13.77,51.32,28.91,93.95,6.59,26.23,Muskmelon
88.72,32.8,46.49,29.21,93.04,6.17,24.69,Muskmelon
99.21,25.66,48.22,28.3,89.58,6.75,22.32,Muskmelon
103.27,16.87,49.75,29.11,94.59,6.45,26.64,Muskmelon
103.29,23.86,48.84,29.31,93.89,6.62,23.35,Muskmelon
98.32,19.0,46.57,29.7,92.48,6.46,23.56,Muskmelon
86.73,13.72,50.55,29.01,92.7,6.47,24.16,Muskmelon
104.96,26.77,51.76,29.11,92.87,6.1,22.39,Muskmelon
104.55,17.43,51.1,29.76,93.41,6.65,25.24,Muskmelon
91.93,17.14,47.99,29.67,93.49,6.5,28.09,Muskmelon
79.8,21.18,46.72,28.49,92.11,6.53,25.57,Muskmelon
113.45,13.74,51.77,28.62,90.46,6.22,24.63,Muskmelon
111.12,20.4,47.08,28.39,95.02,6.42,24.18,Muskmelon
104.92,22.27,48.86,28.88,92.09,6.54,25.42,Muskmelon
104.82,12.76,47.95,29.21,92.4,6.46,24.23,Muskmelon
108.99,13.7,49.66,29.09,93.97,6.3,29.9,Muskmelon
103.13,10.98,50.92,28.21,93.04,6.39,25.19,Muskmelon
90.88,23.69,47.11,27.67,92.96,6.72,24.12,Muskmelon
107.01,24.21,52.04,28.27,91.14,5.96,24.34,Muskmelon
111.78,10.47,51.75,27.79,92.63,6.54,23.35,Muskmelon
101.7,14.91,51.76,28.68,92.57,6.71,26.66,Muskmelon
93.1,16.96,49.81,28.56,95.66,6.47,19.91,Muskmelon
94.57,5.42,49.18,27.01,91.41,6.1,25.96,Muskmelon
100.01,19.39,49.74,27.45,93.14,6.78,26.02,Muskmelon
95.74,8.57,47.73,28.84,93.84,6.45,27.0,Muskmelon
107.08,20.67,48.35,28.63,91.44,6.4,25.83,Muskmelon
116.79,9.31,51.2,29.61,93.45,6.57,26.47,Muskmelon
112.98,10.7,46.54,28.5,89.8,6.65,28.05,Muskmelon
95.67,15.18,49.82,28.54,92.66,6.51,24.57,Muskmelon
109.43,20.29,48.48,29.5,90.8,6.38,27.42,Muskmelon
92.77,19.43,51.36,27.85,92.41,6.37,23.62,Muskmelon
123.02,12.73,52.51,28.21,91.14,6.42,26.62,Muskmelon
109.21,27.26,57.36,28.69,91.67,6.49,24.33,Muskmelon
109.26,9.39,55.92,29.14,90.39,6.26,27.04,Muskmelon
111.76,9.55,51.78,27.04,92.39,6.62,23.62,Muskmelon
84.93,18.41,48.49,28.97,91.39,6.25,19.95,Muskmelon
101.7,16.49,47.03,28.65,93.78,6.36,25.67,Muskmelon
102.73,9.97,55.14,28.15,93.32,6.55,24.65,Muskmelon
106.07,19.04,46.46,28.25,91.73,6.31,21.74,Muskmelon
111.26,27.51,52.45,29.45,92.07,6.27,23.05,Muskmelon
106.44,18.92,49.81,29.47,93.01,6.23,23.3,Muskmelon
106.82,24.01,51.38,29.92,94.54,6.49,22.9,Muskmelon
86.9,15.08,51.88,29.87,93.02,6.63,24.39,Muskmelon
106.23,22.65,45.05,28.19,93.69,6.45,22.01,Muskmelon
75.7,15.21,49.82,27.84,92.68,6.5,26.68,Muskmelon
76.44,9.29,49.24,28.93,93.11,6.49,24.04,Muskmelon
96.72,12.95,51.92,27.81,93.56,6.44,24.89,Muskmelon
93.43,9.03,48.38,28.25,89.54,6.36,27.31,Muskmelon
105.67,14.4,50.12,28.08,92.69,6.71,27.42,Muskmelon
105.21,14.42,51.87,27.23,92.18,6.52,26.85,Muskmelon
106.7,19.34,49.51,28.9,91.31,6.23,25.15,Muskmelon
101.73,6.09,51.14,29.08,92.4,6.87,23.29,Muskmelon
96.39,15.03,49.81,28.25,90.74,6.29,24.76,Muskmelon
112.29,31.26,53.34,27.92,91.63,6.37,29.46,Muskmelon
98.35,9.2,48.75,29.07,93.36,6.36,26.71,Muskmelon
77.27,18.15,52.15,27.88,91.45,6.03,28.97,Muskmelon
92.8,19.01,51.51,29.63,92.31,6.29,25.43,Muskmelon
112.84,16.44,47.61,27.34,90.97,6.57,24.2,Muskmelon
93.92,13.03,50.21,28.32,92.16,6.67,28.85,Muskmelon
83.9,19.55,48.06,28.31,92.89,6.36,25.58,Muskmelon
106.73,19.34,48.38,28.03,90.7,6.23,29.91,Muskmelon
92.08,10.04,50.8,28.42,92.26,6.68,26.37,Muskmelon
94.7,14.85,48.74,29.16,92.11,6.04,24.88,Muskmelon
84.63,31.15,47.59,28.38,92.82,6.34,24.27,Muskmelon
104.22,27.04,51.92,29.61,91.19,6.46,25.39,Muskmelon
103.51,26.1,49.45,28.2,93.17,6.04,24.41,Muskmelon
98.66,11.75,52.64,27.7,92.33,6.46,28.38,Muskmelon
99.89,23.35,51.75,28.59,91.14,6.11,25.27,Muskmelon
94.57,23.25,51.86,28.36,91.05,6.5,22.46,Muskmelon
92.42,11.38,49.65,29.38,92.49,6.31,21.19,Muskmelon
105.52,12.62,50.29,28.23,93.55,6.37,24.85,Muskmelon
104.86,30.67,52.22,28.43,92.5,6.3,22.63,Muskmelon
94.47,12.67,51.63,27.7,94.17,6.55,25.05,Muskmelon
100.0,14.02,50.68,29.32,91.62,6.09,26.76,Muskmelon
103.24,10.5,48.17,27.86,91.59,6.34,24.33,Muskmelon
93.49,12.76,49.43,28.63,92.1,6.63,26.27,Muskmelon
84.09,20.77,51.51,28.17,90.63,6.4,24.98,Muskmelon
88.78,8.43,49.78,28.33,91.98,6.38,22.24,Muskmelon
95.65,20.83,49.13,27.25,91.91,6.19,25.67,Muskmelon
103.19,7.13,51.9,27.67,94.45,6.39,21.88,Muskmelon
88.58,19.68,49.02,28.43,94.52,6.26,25.15,Muskmelon
114.2,19.19,45.98,28.88,91.05,6.68,22.94,Muskmelon
129.7,26.67,48.01,28.52,93.44,6.56,26.11,Muskmelon
34.39,131.73,199.08,22.24,93.57,6.09,114.32,Apple
30.96,119.68,200.78,22.66,94.59,5.62,122.23,Apple
25.57,135.56,204.19,22.92,93.0,6.06,109.48,Apple
24.79,128.03,199.89,20.75,93.04,5.97,110.4,Apple
26.65,123.54,204.82,22.42,92.32,5.76,112.65,Apple
35.4,138.97,202.14,22.91,92.05,5.64,111.24,Apple
23.23,139.05,200.77,23.71,94.0,5.89,101.28,Apple
35.39,141.0,196.58,23.63,92.98,6.04,122.59,Apple
35.09,136.57,201.18,22.96,92.0,5.99,106.86,Apple
22.5,130.21,198.41,22.6,92.1,6.13,102.36,Apple
24.15,133.32,199.22,22.37,90.52,6.09,116.55,Apple
28.7,138.99,200.5,22.86,92.7,6.17,102.64,Apple
18.3,142.42,193.85,22.39,93.97,5.98,109.97,Apple
25.97,130.29,200.08,21.99,93.89,6.36,111.67,Apple
14.6,129.23,199.54,22.88,91.24,5.81,115.69,Apple
32.04,128.62,196.67,24.96,93.48,5.93,117.93,Apple
24.07,137.92,200.4,22.57,92.36,5.64,124.61,Apple
17.94,124.0,199.47,21.78,92.44,6.17,118.72,Apple
31.11,130.59,200.12,22.81,90.3,6.14,103.39,Apple
40.3,129.97,199.54,21.92,91.71,6.57,118.38,Apple
13.38,141.9,202.98,22.29,92.88,6.0,124.83,Apple
19.03,133.41,198.93,21.43,95.24,5.7,113.88,Apple
11.94,130.01,201.05,21.88,93.23,5.93,119.75,Apple
35.21,128.83,200.19,22.64,93.27,6.0,113.69,Apple
23.17,133.22,203.24,22.98,93.38,6.18,111.54,Apple
27.39,125.72,203.17,20.41,92.39,6.29,103.98,Apple
28.0,128.25,199.08,23.21,92.75,5.49,106.4,Apple
32.32,135.31,204.37,23.76,92.07,6.63,112.65,Apple
17.78,128.54,194.36,23.71,94.49,5.75,111.08,Apple
25.72,126.5,195.61,22.34,92.1,5.9,113.89,Apple
35.72,130.61,200.43,23.05,93.19,5.85,113.1,Apple
29.11,125.45,203.16,23.57,91.6,6.05,116.51,Apple
20.91,135.51,200.41,21.4,93.07,5.72,118.37,Apple
19.97,131.49,203.43,22.87,91.15,5.75,108.75,Apple
27.96,134.74,197.89,21.62,92.85,5.95,125.98,Apple
25.27,143.84,197.07,21.32,91.1,6.3,123.48,Apple
19.13,129.62,197.08,21.14,93.4,6.06,112.57,Apple
14.5,142.75,198.74,22.9,90.68,5.95,114.32,Apple
27.45,133.47,201.24,21.65,92.75,6.03,113.95,Apple
25.54,124.54,196.71,20.84,93.52,6.21,117.77,Apple
27.3,119.17,197.43,22.63,92.67,5.94,114.81,Apple
25.09,133.25,198.4,23.24,91.96,5.67,107.68,Apple
22.39,138.71,199.89,22.36,90.94,6.2,108.43,Apple
24.25,141.75,201.27,21.28,90.29,5.98,104.92,Apple
29.86,132.76,200.41,21.97,94.68,6.71,110.76,Apple
27.65,133.11,199.35,21.88,91.14,5.72,115.03,Apple
21.1,116.39,201.11,22.47,94.18,6.09,103.26,Apple
8.28,128.0,198.44,23.21,92.49,6.28,104.22,Apple
32.24,137.01,194.95,23.49,92.62,6.1,107.09,Apple
34.56,125.09,202.08,23.12,91.28,6.5,113.95,Apple
29.9,122.96,205.29,21.58,93.78,5.75,108.63,Apple
30.92,138.92,196.82,23.32,93.81,5.77,122.49,Apple
14.07,128.6,201.2,21.86,92.83,6.06,111.33,Apple
31.24,131.07,200.58,23.36,93.49,6.2,105.32,Apple
28.94,127.01,196.8,22.45,91.37,6.2,117.59,Apple
10.73,127.32,196.35,22.15,93.07,5.94,108.81,Apple
34.75,118.09,203.09,22.09,92.4,5.87,122.14,Apple
15.77,132.57,201.32,21.29,91.35,5.96,106.96,Apple
18.88,130.31,201.62,22.24,93.85,5.75,104.68,Apple
39.45,128.39,196.72,21.19,93.84,5.91,110.91,Apple
23.81,138.83,199.55,24.26,92.67,6.27,117.53,Apple
24.73,128.83,200.83,22.88,91.78,6.04,120.23,Apple
40.52,137.84,204.66,22.03,93.38,6.33,106.9,Apple
21.36,143.36,197.56,21.49,94.41,6.3,115.2,Apple
24.66,129.76,200.7,23.68,92.8,6.54,106.89,Apple
24.85,130.17,197.29,22.39,93.02,6.13,126.07,Apple
28.48,139.69,200.17,23.76,95.5,6.13,106.3,Apple
20.88,134.26,201.14,23.02,93.08,6.0,108.52,Apple
28.01,144.09,202.55,22.9,93.79,5.91,109.32,Apple
19.39,131.72,198.94,23.41,91.91,5.8,124.64,Apple
21.61,133.46,201.13,21.65,94.04,6.16,122.24,Apple
19.91,133.12,200.1,22.7,90.68,6.03,103.58,Apple
27.69,119.2,195.37,23.11,91.82,5.75,120.44,Apple
27.46,137.95,199.58,24.51,91.74,6.44,112.12,Apple
12.59,135.52,200.79,21.71,91.35,5.99,114.69,Apple
6.47,139.08,198.76,21.5,93.68,5.99,120.1,Apple
28.28,132.49,199.62,22.86,91.98,5.79,116.31,Apple
23.92,132.71,202.72,22.41,92.52,5.85,115.19,Apple
27.62,138.13,198.55,22.16,93.49,6.06,106.84,Apple
34.8,121.88,201.96,21.55,94.86,5.61,119.7,Apple
24.39,130.21,200.46,22.97,91.37,5.8,116.56,Apple
12.19,128.85,207.6,21.77,93.93,5.85,115.68,Apple
29.91,139.56,199.5,23.99,91.76,6.06,114.03,Apple
16.59,130.71,200.4,22.18,95.55,5.79,119.87,Apple
31.42,132.41,197.84,21.92,91.85,5.55,106.23,Apple
13.88,140.91,201.55,23.09,93.24,6.04,121.63,Apple
20.42,133.17,201.87,21.51,96.37,6.01,113.39,Apple
34.43,138.22,200.1,22.6,90.62,5.86,115.73,Apple
28.33,140.13,199.7,21.46,93.82,6.36,118.11,Apple
23.77,139.03,208.57,22.59,90.86,5.85,116.41,Apple
12.96,133.56,200.95,23.65,94.14,6.22,98.98,Apple
31.91,136.91,200.64,21.2,91.53,5.71,99.91,Apple
24.98,127.51,206.56,22.37,94.12,5.61,109.19,Apple
25.73,126.82,198.94,22.34,92.21,6.46,114.86,Apple
28.6,135.87,201.53,22.44,92.1,6.04,119.73,Apple
33.45,131.0,201.92,22.35,92.54,5.88,111.36,Apple
35.06,133.08,200.34,21.41,92.11,5.94,107.32,Apple
25.16,129.82,200.2,22.59,91.31,5.9,112.98,Apple
33.88,134.1,198.35,22.8,94.63,6.23,115.92,Apple
30.44,141.5,202.69,22.93,93.84,5.73,103.11,Apple
26.18,132.93,198.64,23.12,90.17,5.87,109.47,Apple
12.73,141.84,196.6,22.06,93.63,6.16,105.57,Apple
30.12,134.31,205.83,22.8,92.32,5.79,107.85,Apple
18.81,141.07,200.04,22.92,94.39,5.41,120.49,Apple
25.42,135.22,197.93,21.93,93.11,6.6,118.77,Apple
34.49,131.3,198.5,21.91,91.89,5.49,107.97,Apple
20.8,131.4,200.33,22.77,92.48,5.85,100.23,Apple
20.69,126.42,201.17,23.18,93.67,6.19,111.67,Apple
21.09,127.83,196.23,23.24,92.28,5.69,107.33,Apple
18.5,132.77,202.67,22.24,89.68,5.95,111.52,Apple
23.31,128.58,200.54,22.55,92.47,6.1,109.81,Apple
21.35,141.13,201.4,23.12,94.03,6.13,118.3,Apple
13.15,133.78,199.54,23.76,93.66,5.84,114.83,Apple
26.26,135.34,197.45,22.77,92.21,6.07,107.97,Apple
20.61,139.84,197.37,21.77,92.44,5.81,106.97,Apple
25.79,123.09,197.48,24.04,93.07,5.81,115.11,Apple
29.25,138.72,199.68,23.23,89.95,5.74,113.52,Apple
27.47,126.8,200.65,22.03,92.15,6.26,118.18,Apple
17.52,125.89,198.97,22.48,91.68,6.26,114.67,Apple
28.05,124.58,202.92,20.38,93.54,6.23,109.8,Apple
34.55,17.11,10.16,24.62,96.48,7.67,113.51,Orange
18.15,18.4,7.97,27.64,92.68,6.44,110.41,Orange
18.63,18.45,7.85,22.67,93.44,6.97,108.05,Orange
26.52,21.86,7.23,24.13,94.15,7.29,110.29,Orange
29.8,20.33,11.88,9.85,90.56,7.5,102.47,Orange
28.01,15.3,7.51,24.69,92.75,8.06,106.88,Orange
35.8,19.7,8.35,27.5,93.21,7.02,111.33,Orange
20.52,12.34,11.9,21.1,92.4,7.14,111.33,Orange
14.28,25.54,10.3,21.23,93.04,7.12,113.84,Orange
29.03,21.99,13.38,28.02,92.3,6.44,118.34,Orange
23.22,14.54,5.66,24.62,92.69,6.24,112.27,Orange
21.26,34.31,8.58,19.78,91.41,7.64,108.14,Orange
19.56,21.92,6.55,26.41,94.73,7.28,113.19,Orange
31.53,28.19,13.02,25.25,93.63,6.56,113.88,Orange
17.46,15.21,2.29,25.01,91.7,7.56,111.95,Orange
33.43,10.73,12.6,35.66,93.46,7.4,110.85,Orange
21.06,22.26,6.23,19.89,90.29,6.65,113.21,Orange
28.79,17.82,10.43,10.71,92.03,6.66,106.7,Orange
29.5,12.12,8.49,9.46,92.13,6.46,110.4,Orange
17.87,18.15,9.64,32.95,93.12,6.08,103.68,Orange
25.41,11.69,2.58,30.93,93.4,7.26,106.96,Orange
28.21,13.1,10.51,16.75,94.4,6.21,116.16,Orange
25.29,14.44,10.42,27.08,94.21,7.16,105.55,Orange
25.42,28.85,13.37,28.18,93.49,7.35,115.79,Orange
21.58,9.03,10.17,17.39,91.18,6.64,122.43,Orange
26.02,19.76,6.94,10.98,91.48,7.72,111.67,Orange
29.49,22.12,8.52,31.17,91.71,7.7,112.21,Orange
11.58,12.82,5.54,29.77,92.47,5.89,111.88,Orange
20.97,8.23,14.19,23.17,92.13,6.8,102.43,Orange
15.22,25.53,8.82,22.64,89.94,6.34,113.05,Orange
27.83,28.46,13.36,21.06,93.09,6.84,120.27,Orange
33.62,18.56,10.5,31.53,93.22,7.78,99.03,Orange
28.46,14.28,14.39,32.16,92.54,7.77,118.92,Orange
25.56,32.95,9.92,21.16,93.58,6.82,110.43,Orange
35.57,17.62,5.76,24.8,91.63,7.43,113.48,Orange
36.04,23.17,12.73,18.32,93.5,7.98,106.56,Orange
38.5,14.07,7.87,24.35,93.39,7.46,105.19,Orange
28.26,13.22,6.28,16.7,91.56,7.26,115.76,Orange
13.95,19.7,7.06,26.43,91.72,6.47,114.0,Orange
20.6,15.53,4.45,28.42,93.53,7.0,102.36,Orange
34.07,13.34,8.87,36.95,91.62,7.37,112.81,Orange
27.93,19.26,10.94,24.2,92.44,7.76,103.44,Orange
32.66,22.64,11.75,29.48,92.38,6.07,109.64,Orange
17.57,12.93,6.89,19.52,91.75,5.81,113.5,Orange
41.65,21.29,9.49,22.16,91.97,7.05,109.81,Orange
18.69,28.02,6.28,26.99,92.37,7.95,111.7,Orange
22.3,15.95,10.1,15.36,91.54,6.11,105.39,Orange
25.7,19.38,5.05,21.64,93.2,6.92,106.83,Orange
21.91,14.12,8.41,23.59,95.38,6.63,108.41,Orange
24.61,13.2,12.75,7.68,91.84,7.41,108.53,Orange
18.84,20.25,12.27,23.82,91.5,7.23,107.99,Orange
30.59,26.77,3.49,23.19,90.33,8.22,107.66,Orange
30.6,17.28,7.99,16.74,94.48,7.48,119.72,Orange
25.42,19.3,9.33,20.71,91.2,7.04,106.05,Orange
28.31,18.56,10.72,32.97,92.45,7.38,120.26,Orange
34.8,24.71,9.23,23.94,90.85,7.25,111.37,Orange
25.18,23.92,6.98,32.72,93.63,6.96,109.26,Orange
28.6,27.01,10.25,23.4,92.52,7.89,108.16,Orange
24.78,26.65,10.37,29.61,91.36,6.9,117.42,Orange
19.93,16.55,10.64,16.32,91.98,7.06,110.23,Orange
34.6,27.13,7.86,23.2,93.34,7.76,113.59,Orange
27.18,21.67,11.68,16.7,92.74,7.73,108.96,Orange
25.97,15.98,4.22,22.63,92.88,6.74,104.23,Orange
18.4,22.28,14.93,31.14,90.82,7.43,106.68,Orange
20.63,14.61,11.77,28.5,92.38,6.96,112.32,Orange
29.26,24.85,6.79,22.63,91.16,6.97,108.87,Orange
24.65,12.5,6.28,9.41,92.34,6.78,106.62,Orange
34.92,12.13,13.54,32.65,90.06,7.05,108.0,Orange
3.16,8.47,11.94,35.12,93.63,7.16,109.89,Orange
37.62,30.93,8.53,10.0,89.88,7.66,109.76,Orange
26.37,6.31,8.12,20.65,92.76,6.8,104.81,Orange
19.12,25.05,10.61,26.33,91.38,5.52,107.38,Orange
18.5,19.68,18.21,26.84,95.92,7.28,106.85,Orange
27.61,28.63,14.57,18.9,92.82,6.29,114.12,Orange
36.65,17.75,8.33,24.75,93.02,7.04,110.89,Orange
23.7,23.72,11.84,16.36,91.24,6.87,113.68,Orange
26.11,13.48,10.65,20.43,93.6,7.17,108.42,Orange
26.74,25.72,8.58,25.02,92.41,7.21,106.73,Orange
25.83,24.42,7.66,14.19,90.89,6.41,112.98,Orange
14.46,15.64,11.55,25.1,92.02,7.1,110.54,Orange
23.32,16.18,15.59,27.56,95.6,6.75,109.58,Orange
15.01,12.44,14.75,19.24,94.9,6.38,104.73,Orange
22.44,17.1,12.31,25.32,91.98,6.93,108.4,Orange
18.14,11.95,12.57,11.07,94.52,6.83,106.14,Orange
30.55,26.78,12.79,25.64,93.86,6.14,107.39,Orange
18.17,25.15,9.04,27.78,93.17,6.57,107.07,Orange
34.7,12.65,10.31,17.61,92.11,6.98,106.09,Orange
17.8,19.29,7.89,17.43,91.33,6.96,114.72,Orange
36.3,12.96,15.38,16.22,93.85,6.64,105.65,Orange
19.41,17.17,11.45,26.69,91.32,6.51,105.42,Orange
24.16,16.19,7.62,24.19,95.33,6.75,107.83,Orange
29.2,14.01,11.67,18.01,94.79,7.17,106.9,Orange
20.58,14.29,13.43,14.57,91.67,6.72,109.92,Orange
22.97,8.18,9.0,21.88,91.71,7.34,114.6,Orange
24.41,18.94,4.6,19.87,93.76,6.79,106.31,Orange
42.08,28.87,11.17,29.62,89.72,6.61,107.65,Orange
23.23,14.44,3.62,24.91,93.18,7.8,106.06,Orange
18.47,0.75,9.27,28.13,91.74,8.07,108.72,Orange
26.1,8.98,10.72,10.13,93.37,7.36,116.8,Orange
17.35,18.5,11.41,25.26,91.42,5.8,111.73,Orange
23.86,13.96,11.91,22.22,90.85,6.03,104.36,Orange
42.95,22.02,10.47,21.36,92.19,7.58,107.55,Orange
29.33,15.32,14.85,27.14,94.06,6.71,115.29,Orange
22.66,18.19,14.09,15.98,92.75,7.22,112.6,Orange
21.62,30.54,6.76,31.62,94.02,7.95,102.06,Orange
18.48,26.82,5.31,12.46,91.89,7.1,117.96,Orange
23.61,13.7,10.78,25.43,93.05,6.91,100.22,Orange
18.12,26.38,10.47,20.48,93.9,6.43,108.87,Orange
26.03,14.74,10.25,21.33,90.75,7.09,103.36,Orange
26.24,26.09,9.3,15.18,92.34,6.58,112.97,Orange
23.89,28.19,12.91,21.54,93.39,6.8,110.17,Orange
22.29,22.29,13.58,27.49,93.65,7.46,112.76,Orange
16.46,28.13,14.51,21.04,92.04,7.31,112.75,Orange
23.49,9.69,10.76,25.95,93.41,7.17,108.64,Orange
32.46,17.91,8.84,21.37,90.32,6.91,113.44,Orange
27.55,27.0,9.34,25.55,93.49,8.17,110.72,Orange
17.17,22.8,14.66,20.48,93.55,7.61,115.09,Orange
25.94,13.13,9.8,25.37,93.64,7.17,108.1,Orange
29.17,22.88,10.95,17.27,92.27,7.47,103.08,Orange
9.3,26.93,11.28,26.29,91.15,7.37,111.38,Orange
34.16,66.4,50.4,31.42,92.03,6.5,211.32,Papaya
52.62,56.29,53.2,26.23,91.75,6.64,187.33,Papaya
50.67,60.19,49.13,28.89,94.61,7.05,198.94,Papaya
42.43,66.72,46.38,31.74,91.63,6.61,187.3,Papaya
41.36,57.58,50.07,30.24,92.04,6.72,217.27,Papaya
48.52,62.65,51.46,36.5,94.23,6.61,181.99,Papaya
67.63,55.89,42.96,32.43,92.67,6.42,231.68,Papaya
42.86,59.55,49.44,26.74,91.16,6.63,224.86,Papaya
48.52,54.24,47.66,39.78,94.33,6.9,208.54,Papaya
52.9,49.9,49.39,29.91,90.22,6.88,175.86,Papaya
61.96,63.01,51.39,36.72,91.73,6.98,196.19,Papaya
53.02,53.44,47.67,36.01,92.77,6.65,155.44,Papaya
37.3,64.98,48.47,31.72,94.31,6.61,175.01,Papaya
42.31,67.61,54.98,37.45,93.48,6.68,248.55,Papaya
52.68,62.83,49.74,32.09,94.58,6.82,234.91,Papaya
52.55,52.2,48.54,34.04,91.72,6.61,228.04,Papaya
44.55,58.36,50.74,30.41,94.31,6.61,202.19,Papaya
52.46,57.16,46.76,38.07,93.43,6.67,214.46,Papaya
53.75,49.5,47.87,39.48,92.89,6.68,171.39,Papaya
44.85,54.72,47.89,24.36,93.93,6.87,159.99,Papaya
51.36,51.86,49.35,31.69,91.97,7.0,182.89,Papaya
41.92,52.73,52.61,24.83,91.55,6.93,201.71,Papaya
51.92,70.83,50.62,29.78,92.15,6.61,229.54,Papaya
55.75,64.53,53.03,31.33,91.32,6.74,171.0,Papaya
51.65,64.58,49.58,34.29,92.38,6.85,176.64,Papaya
28.04,60.44,52.47,35.84,91.7,6.61,208.6,Papaya
51.41,56.71,54.56,28.53,94.72,6.75,144.52,Papaya
48.21,63.5,49.09,25.76,92.29,6.64,208.52,Papaya
57.73,50.9,48.24,37.47,91.43,6.61,162.59,Papaya
53.52,59.43,48.29,33.53,94.41,6.63,141.33,Papaya
54.55,56.81,48.22,36.92,93.55,6.47,177.05,Papaya
73.18,61.15,51.69,39.66,92.52,6.85,214.75,Papaya
55.39,55.49,50.43,30.41,92.52,6.6,173.26,Papaya
47.18,51.6,48.74,32.64,93.0,6.87,182.25,Papaya
